Run,P50_ms,P99_ms,Max_ms
1,8.573674588665448,18.163934426229503,227.550761
2,9.263400197303518,15.008130081300806,69.187345
3,9.600138360428918,19.375999999999998,56.810604
4,9.502365591397849,118.68131868131863,364.085288
5,9.360451977401132,22.604166666666625,225.04363
